,article_number,content,dates,cluster,Subjectivity,Polarity,Sentiment,word_freq,article_title
341,341,"['news', 'today', 'brings', 'gun', 'sit', '20130621', 'abila', 'kronos', 'yesterday', 'june', '19th', 'past', 'three', 'year', 'supporter', 'protector', 'kronos', 'rallied', 'demanding', 'much', 'past', 'fourteen', 'year', 'end', 'corruption', 'kronos', 'government', 'official', 'cleanup', 'toxic', 'waste', 'dump', 'become', 'tiskele', 'river', 'near', 'elodis', 'handed', 'information', 'flyer', 'printed', 'donated', 'local', 'business', 'lifestyle', 'incongruity', 'today', 'elected', 'official', 'year', 'ago', 'demonstrator', 'held', 'poster', 'pok', 'martyr', 'chanted', 'social', 'economic', 'parity', 'blackclad', 'member', 'abila', 'police', 'formed', 'faceless', 'line', 'shield', 'baton', 'side', 'arm', 'surrounding', 'crowd', 'rally', 'publicized', 'peaceful', 'gathering', 'citizen', 'bring', 'concern', 'public', 'consciousness', 'dangerous', 'item', 'hand', 'picture', 'sweetfaced', 'ten', 'year', 'dead', 'old', 'girl', 'juliana', 'vann', 'died', '1998', 'cancer', 'caused', 'benzene', 'drinking', 'water', 'despite', 'heavyhanded', 'effort', 'group', 'people', 'slipped', 'barricade', 'moved', 'street', 'bring', 'message', 'citizen', 'kronos', 'official', 'hypothetically', 'getting', 'public', 'salary', 'afford', 'second', 'home', 'large', 'boat', 'luxury', 'automobile', 'flaunt']",2013-06-21,C2,0.2330357142857143,-0.037648809523809515,Negative,"[('year', 4), ('kronos', 4), ('official', 3), ('bring', 2), ('abila', 2), ('today', 2), ('citizen', 2), ('past', 2), ('public', 2), ('parity', 1), ('effort', 1), ('held', 1), ('girl', 1), ('hand', 1), ('handed', 1), ('ago', 1), ('become', 1), ('pok', 1), ('peaceful', 1), ('picture', 1), ('cleanup', 1), ('june', 1), ('lifestyle', 1), ('people', 1), ('slipped', 1), ('caused', 1), ('corruption', 1), ('demonstrator', 1), ('concern', 1), ('poster', 1), ('street', 1), ('boat', 1), ('local', 1), ('elodis', 1), ('crowd', 1), ('cancer', 1), ('shield', 1), ('tiskele', 1), ('hypothetically', 1), ('vann', 1), ('economic', 1), ('heavyhanded', 1), ('river', 1), ('flyer', 1), ('barricade', 1), ('getting', 1), ('19th', 1), ('item', 1), ('supporter', 1), ('social', 1), ('dump', 1), ('ten', 1), ('protector', 1), ('rallied', 1), ('toxic', 1), ('sweetfaced', 1), ('message', 1), ('publicized', 1), ('brings', 1), ('waste', 1), ('surrounding', 1), ('group', 1), ('blackclad', 1), ('end', 1), ('business', 1), ('formed', 1), ('gun', 1), ('incongruity', 1), ('drinking', 1), ('large', 1), ('consciousness', 1), ('elected', 1), ('luxury', 1), ('second', 1), ('despite', 1), ('dead', 1), ('salary', 1), ('water', 1), ('1998', 1), ('flaunt', 1), ('juliana', 1), ('benzene', 1), ('old', 1), ('gathering', 1), ('much', 1), ('line', 1), ('dangerous', 1), ('baton', 1), ('died', 1), ('information', 1), ('rally', 1), ('sit', 1), ('government', 1), ('near', 1), ('demanding', 1), ('printed', 1), ('home', 1), ('chanted', 1), ('police', 1), ('automobile', 1), ('three', 1), ('member', 1), ('faceless', 1), ('20130621', 1), ('side', 1), ('fourteen', 1), ('moved', 1), ('martyr', 1), ('yesterday', 1), ('news', 1), ('donated', 1), ('afford', 1), ('arm', 1)]",WHO BRINGS A GUN TO A SIT IN? 
342,342,"['news', 'online', 'today', 'elodis', 'kronos', 'town', 'need', 'part', 'one', 'petrus', 'gerhard', '19980320', 'note', 'article', 'first', 'series', 'reprinted', 'permission', 'homeland', 'illumination', 'elodis', 'kronos', 'nestled', 'bend', 'tiskele', 'river', 'sun', 'rise', 'farming', 'town', 'elodis', 'chasing', 'away', 'shadow', 'cloaking', 'nearby', 'mt', 'two', 'founder', 'sten', 'sanjorge', 'sr', 'hank', 'flu', 'found', 'wildcat', 'drilling', 'lucrative', 'thus', 'began', 'series', 'environmental', 'disaster', 'financial', 'scandal', 'eventually', 'ran', 'sanjorge', 'sr', 'early', 'grave', 'drove', 'flu', 'marginal', 'role', 'company', 'death', 'sanjorge', 'sr', 'son', 'took', 'helm', 'gastech', 'firmly', 'grasp', 'broadened', 'influence', 'afield', 'eventually', 'landing', 'doorstep', 'small', 'peaceful', 'township', 'elodis', 'smaller', 'number', 'family', 'live', 'township', 'along', 'main', 'street', 'two', 'market', 'two', 'hardware', 'store', 'one', 'gas', 'station', 'cafe', 'buy', 'lunch', 'pick', 'mail', 'purchase', 'litre', 'milk', 'bring', 'home', 'family', 'lived', 'elodis', 'generation']",1998-03-20,C0,0.36296296296296293,0.05033670033670033,Positive,"[('elodis', 5), ('sanjorge', 3), ('two', 3), ('sr', 3), ('eventually', 2), ('township', 2), ('flu', 2), ('series', 2), ('town', 2), ('kronos', 2), ('family', 2), ('one', 2), ('nestled', 1), ('son', 1), ('death', 1), ('gastech', 1), ('peaceful', 1), ('scandal', 1), ('away', 1), ('reprinted', 1), ('permission', 1), ('main', 1), ('bring', 1), ('cloaking', 1), ('gerhard', 1), ('wildcat', 1), ('sun', 1), ('hardware', 1), ('street', 1), ('early', 1), ('small', 1), ('environmental', 1), ('19980320', 1), ('grasp', 1), ('smaller', 1), ('tiskele', 1), ('need', 1), ('today', 1), ('nearby', 1), ('river', 1), ('marginal', 1), ('farming', 1), ('helm', 1), ('petrus', 1), ('rise', 1), ('pick', 1), ('gas', 1), ('online', 1), ('doorstep', 1), ('founder', 1), ('store', 1), ('role', 1), ('along', 1), ('thus', 1), ('drove', 1), ('buy', 1), ('market', 1), ('generation', 1), ('hank', 1), ('lived', 1), ('took', 1), ('station', 1), ('drilling', 1), ('lucrative', 1), ('sten', 1), ('cafe', 1), ('lunch', 1), ('mail', 1), ('litre', 1), ('live', 1), ('milk', 1), ('began', 1), ('homeland', 1), ('bend', 1), ('chasing', 1), ('grave', 1), ('purchase', 1), ('landing', 1), ('found', 1), ('first', 1), ('part', 1), ('home', 1), ('mt', 1), ('company', 1), ('number', 1), ('financial', 1), ('influence', 1), ('afield', 1), ('broadened', 1), ('firmly', 1), ('ran', 1), ('disaster', 1), ('article', 1), ('news', 1), ('note', 1), ('shadow', 1), ('illumination', 1)]","ELODIS, KRONOS:  A TOWN IN NEED, Part One "
343,343,"['everyday', 'news', 'police', 'abila', 'break', 'seat', 'dice', 'returned', 'violent', 'seρorνo', 'presidential', '20120621', 'traffic', 'gruniσ', 'around', 'city', 'fight', 'abilians', 'able', 'work', 'middle', 'vandalism', 'sacking', 'beginning', 'tuesday', 'police', 'stormed', 'front', 'presidential', 'mansion', 'capital', 'building', 'breaking', 'upon', 'seating', 'inside', 'protector', 'kronos', 'group', 'activist', 'assembled', 'faction', 'protest', 'solidarity', 'one', 'greater', 'meeting', 'predicted', 'later', 'inside', 'day', 'government', 'kronos', 'conservative', 'used', 'emergency', 'law', 'threaten', 'protestors', 'halting', 'unless', 'dispersed', 'returned', 'work', 'row', 'excessive', 'environmental', 'edition', 'pok', 'maintains', 'government', 'giant', 'international', 'person', 'charge', 'gastech', 'gas', 'meeting', 'begun', 'pacific', 'despite', 'destructive', 'activity', 'extended', 'crowd', 'made', 'anxious', 'sample', 'demonstrator', 'called', 'change', 'government', 'social', 'equality', 'image', 'julian', 'vann', 'girl', '10', 'year', 'dy', 'disease', 'attributed', 'international', 'industrial', 'giant', 'gastech', 'served', 'like', 'point', 'meeting', 'people', 'direct', 'favorablegovernment', 'accountantreunite', 'attacked', 'pok', 'favor', 'last', 'shot', 'ignited', 'tuesday', 'third', 'anniversary', 'mysterious', 'death', 'elian', 'karel', 'popular', 'leader', 'pok', 'died', 'prison', 'ahead', 'day', 'pacific', 'demonstration', 'great', 'extent', 'given', 'violent', 'return', 'crowd', 'began', 'destroy', 'building', 'government', 'presidential', 'farm', 'group', 'protestors', 'young', 'people', 'attacked', 'vehicle', 'sensational', 'window', 'injury', 'smaller', 'importance', 'disclosed', 'reinforcement', 'police', 'sent', 'area', 'blocked', 'road', 'skirmish', 'police', 'protestors', 'exploded', 'police', 'used', 'tear', 'gas', 'break', 'unmanageable', 'crowd', 'spokesman', 'government', 'complemented', 'force', 'security', 'direction', 'group', 'criminal', 'interrupted', 'la', 'paz']",2012-06-21,C2,0.523,0.007999999999999998,Positive,"[('government', 5), ('police', 5), ('protestors', 3), ('pok', 3), ('crowd', 3), ('group', 3), ('meeting', 3), ('presidential', 3), ('gastech', 2), ('people', 2), ('returned', 2), ('inside', 2), ('pacific', 2), ('gas', 2), ('international', 2), ('used', 2), ('kronos', 2), ('tuesday', 2), ('break', 2), ('work', 2), ('building', 2), ('day', 2), ('giant', 2), ('violent', 2), ('attacked', 2), ('farm', 1), ('begun', 1), ('girl', 1), ('complemented', 1), ('unless', 1), ('edition', 1), ('ahead', 1), ('around', 1), ('seρorνo', 1), ('elian', 1), ('blocked', 1), ('activist', 1), ('death', 1), ('disclosed', 1), ('force', 1), ('threaten', 1), ('favor', 1), ('industrial', 1), ('direction', 1), ('criminal', 1), ('window', 1), ('skirmish', 1), ('greater', 1), ('demonstrator', 1), ('breaking', 1), ('reinforcement', 1), ('middle', 1), ('unmanageable', 1), ('city', 1), ('attributed', 1), ('area', 1), ('environmental', 1), ('interrupted', 1), ('exploded', 1), ('great', 1), ('smaller', 1), ('beginning', 1), ('mysterious', 1), ('dy', 1), ('dice', 1), ('vann', 1), ('abila', 1), ('anniversary', 1), ('traffic', 1), ('popular', 1), ('prison', 1), ('sensational', 1), ('capital', 1), ('favorablegovernment', 1), ('vehicle', 1), ('solidarity', 1), ('10', 1), ('seating', 1), ('conservative', 1), ('halting', 1), ('20120621', 1), ('third', 1), ('spokesman', 1), ('upon', 1), ('social', 1), ('dispersed', 1), ('excessive', 1), ('security', 1), ('shot', 1), ('protector', 1), ('made', 1), ('destroy', 1), ('maintains', 1), ('direct', 1), ('stormed', 1), ('row', 1), ('image', 1), ('karel', 1), ('abilians', 1), ('road', 1), ('young', 1), ('ignited', 1), ('anxious', 1), ('like', 1), ('mansion', 1), ('front', 1), ('year', 1), ('disease', 1), ('julian', 1), ('seat', 1), ('return', 1), ('vandalism', 1), ('sample', 1), ('person', 1), ('destructive', 1), ('equality', 1), ('paz', 1), ('la', 1), ('demonstration', 1), ('emergency', 1), ('accountantreunite', 1), ('despite', 1), ('able', 1), ('tear', 1), ('began', 1), ('one', 1), ('predicted', 1), ('died', 1), ('injury', 1), ('later', 1), ('assembled', 1), ('sent', 1), ('called', 1), ('fight', 1), ('served', 1), ('gruniσ', 1), ('importance', 1), ('activity', 1), ('sacking', 1), ('law', 1), ('leader', 1), ('extent', 1), ('point', 1), ('extended', 1), ('protest', 1), ('news', 1), ('change', 1), ('given', 1), ('charge', 1), ('last', 1), ('faction', 1), ('everyday', 1)]",The police of Abila breaks itself for above will seat dice returned violent in seρorνo presidential 
344,344,"['news', 'online', 'today', 'gastechs', 'sanjorge', 'escape', 'kidnapping', 'gastech', 'hq', '20140121', 'abila', 'kronos', 'according', 'press', 'conference', 'held', 'gastech', 'headquarters', 'centrum', 'tethys', 'morning', 'gastechs', 'president', 'ceo', 'sten', 'sanjorge', 'jr', 'sanjorge', 'attending', 'corporate', 'meeting', 'transit', 'gastech', 'building', 'capitol', 'kidnapping', 'took', 'place']",2014-01-21,C0,0.0,-0.0,Neutral,"[('gastech', 3), ('sanjorge', 3), ('gastechs', 2), ('kidnapping', 2), ('held', 1), ('building', 1), ('abila', 1), ('20140121', 1), ('today', 1), ('jr', 1), ('corporate', 1), ('press', 1), ('according', 1), ('meeting', 1), ('centrum', 1), ('morning', 1), ('kronos', 1), ('transit', 1), ('place', 1), ('ceo', 1), ('conference', 1), ('tethys', 1), ('capitol', 1), ('hq', 1), ('took', 1), ('attending', 1), ('sten', 1), ('escape', 1), ('news', 1), ('online', 1), ('headquarters', 1), ('president', 1)]",GAStech's Sanjorge Escapes Kidnapping at GAStech HQ 
345,345,"['general', 'post', 'preoccupation', 'investment', 'business', 'kronos', '20101218', 'davos', 'switzerland', 'survey', 'straw', 'assistant', 'economic', 'forum', 'davos', 'switzerland', 'world', 'indicates', 'international', 'leader', 'business', 'interested', 'making', 'business', 'government', 'kronos', 'mention', 'increasing', 'drug', 'traffic', 'money', 'wash', 'plate', 'massive', 'corruption', 'founder', 'petr', 'noriega', 'president', 'executive', 'block', 'granite', 'possession', 'said', 'kronos', 'investor', 'put', 'money', 'place', 'taste', 'kronos', 'one', 'must', 'make', 'certain', 'securings', 'give', 'present', 'state', 'regime', 'time', 'securings', 'solved', 'standard', 'important', 'international', 'investor', 'asked', 'mr', 'noriega', 'international', 'gastech', 'guessed', 'right', 'relation', 'company', 'cultivated', 'government', 'kronos', 'concluded', 'dιjenos', 'right', 'opinion', 'gastech', 'mr', 'sanjorge', 'jr', 'obtained', 'inside', 'good', 'short']",2010-12-18,C0,0.38285714285714284,0.15904761904761902,Positive,"[('kronos', 5), ('international', 3), ('business', 3), ('noriega', 2), ('right', 2), ('gastech', 2), ('switzerland', 2), ('government', 2), ('investor', 2), ('securings', 2), ('mr', 2), ('davos', 2), ('money', 2), ('making', 1), ('block', 1), ('wash', 1), ('plate', 1), ('opinion', 1), ('one', 1), ('petr', 1), ('jr', 1), ('survey', 1), ('important', 1), ('president', 1), ('world', 1), ('preoccupation', 1), ('founder', 1), ('economic', 1), ('traffic', 1), ('must', 1), ('sanjorge', 1), ('said', 1), ('increasing', 1), ('massive', 1), ('assistant', 1), ('general', 1), ('taste', 1), ('mention', 1), ('guessed', 1), ('put', 1), ('concluded', 1), ('post', 1), ('cultivated', 1), ('granite', 1), ('standard', 1), ('place', 1), ('relation', 1), ('obtained', 1), ('corruption', 1), ('inside', 1), ('asked', 1), ('time', 1), ('leader', 1), ('dιjenos', 1), ('20101218', 1), ('company', 1), ('executive', 1), ('certain', 1), ('give', 1), ('present', 1), ('state', 1), ('investment', 1), ('make', 1), ('regime', 1), ('straw', 1), ('interested', 1), ('drug', 1), ('solved', 1), ('short', 1), ('possession', 1), ('good', 1), ('indicates', 1), ('forum', 1)]",PREOCCUPATIONS OF THE INVESTMENT OF BUSINESS IN KRONOS
346,346,"['news', 'online', 'today', 'protest', 'swell', 'abila', 'response', 'call', 'action', '20120908', 'abila', 'kronos', 'thousand', 'people', 'lined', 'road', 'thursday', 'display', 'antigovernment', 'solidarity', 'karel', 'prior', 'leader', 'protector', 'kronos', 'premature', 'death', '2009', 'death', 'thought', 'murder', 'many', 'prompted', 'annul', 'rally', 'bring', 'message', 'protector', 'kronos', 'public']",2012-09-08,C2,0.16666666666666666,0.15,Positive,"[('kronos', 3), ('abila', 2), ('death', 2), ('protector', 2), ('prior', 1), ('lined', 1), ('murder', 1), ('today', 1), ('2009', 1), ('many', 1), ('action', 1), ('response', 1), ('premature', 1), ('thousand', 1), ('rally', 1), ('solidarity', 1), ('thought', 1), ('antigovernment', 1), ('20120908', 1), ('call', 1), ('people', 1), ('public', 1), ('bring', 1), ('prompted', 1), ('display', 1), ('leader', 1), ('thursday', 1), ('message', 1), ('swell', 1), ('protest', 1), ('news', 1), ('online', 1), ('karel', 1), ('road', 1), ('annul', 1)]",PROTESTS SWELL IN ABILA IN RESPONSE TO CALLS TO ACTION 
347,347,"['international', 'time', 'leadership', '4', 'october', '1982', 'time', 'article', '2', 'october', 'stated', 'gastech', 'president', 'sten', 'sanjorge', 'le', 'active', 'day', 'day', 'operation', 'company', 'gastech', 'representative', 'informed', 'time', 'sanjorge', 'active', 'ever', 'providing', 'daily', 'inspirational', 'guidance', 'organization', 'time', 'stand', 'original', 'assertion']",1982-10-04,C0,0.4309523809523809,0.0630952380952381,Positive,"[('time', 4), ('day', 2), ('gastech', 2), ('sanjorge', 2), ('active', 2), ('october', 2), ('inspirational', 1), ('international', 1), ('operation', 1), ('2', 1), ('original', 1), ('guidance', 1), ('stated', 1), ('ever', 1), ('leadership', 1), ('stand', 1), ('company', 1), ('assertion', 1), ('4', 1), ('providing', 1), ('sten', 1), ('organization', 1), ('article', 1), ('daily', 1), ('1982', 1), ('representative', 1), ('le', 1), ('president', 1), ('informed', 1)]",Leadership   
348,348,"['homeland', 'illumination', 'voice', 'blog', 'important', 'people', 'maha', 'salo', '20', 'january', '2014', '0926', 'welcome', 'coverage', 'today', 'event', 'im', 'standing', 'outside', 'gastech', 'headquarters', 'waiting', 'gastech', 'executive', 'expected', 'appear', 'within', 'hour', 'gastech', 'ceo', 'sten', 'sanjorge', 'celebrating', 'successful', 'initial', 'public', 'offering', 'company', 'took', 'place', 'last', 'month', 'leave', 'gastech', 'executive', 'travel', 'capital', 'building', 'meet', 'president', 'kapelou', 'several', 'minister', 'council', 'member', 'private', 'celebration', 'successful', 'alliance', 'planned', 'take', 'place', 'later', 'today', 'one', 'cant', 'help', 'wonder', 'much', 'healthcare', 'could', 'provided', 'half', 'fund', 'used', 'orchestrate', 'spectacle', '20', 'jan', '2014']",2014-01-20,C1,0.36607142857142866,0.18809523809523812,Positive,"[('gastech', 4), ('successful', 2), ('today', 2), ('2014', 2), ('20', 2), ('place', 2), ('executive', 2), ('coverage', 1), ('salo', 1), ('standing', 1), ('building', 1), ('meet', 1), ('fund', 1), ('half', 1), ('one', 1), ('within', 1), ('homeland', 1), ('important', 1), ('offering', 1), ('much', 1), ('maha', 1), ('healthcare', 1), ('waiting', 1), ('appear', 1), ('sanjorge', 1), ('council', 1), ('leave', 1), ('capital', 1), ('0926', 1), ('celebrating', 1), ('orchestrate', 1), ('provided', 1), ('event', 1), ('celebration', 1), ('month', 1), ('later', 1), ('jan', 1), ('used', 1), ('people', 1), ('public', 1), ('spectacle', 1), ('expected', 1), ('ceo', 1), ('minister', 1), ('blog', 1), ('planned', 1), ('voice', 1), ('outside', 1), ('could', 1), ('help', 1), ('company', 1), ('member', 1), ('january', 1), ('im', 1), ('welcome', 1), ('hour', 1), ('cant', 1), ('initial', 1), ('took', 1), ('take', 1), ('sten', 1), ('wonder', 1), ('private', 1), ('several', 1), ('kapelou', 1), ('alliance', 1), ('headquarters', 1), ('last', 1), ('illumination', 1), ('president', 1), ('travel', 1)]",VOICES - a blog about what is important to the people
349,349,"['wrap', 'sheet', '2002', 'public', 'health', 'elodis', '20020527', 'elodis', 'kronos', 'community', 'center', 'health', 'elodis', 'already', 'published', 'update', 'wellness', 'study', 'carried', '1998', 'impact', 'hyper', 'zuurrijke', 'disposal', 'substrate', 'hasr', 'controversial', 'boring', 'technique', 'continues', 'devastate', 'health', 'resident', 'elodis', 'elaborate', 'report', 'shortly', 'posted', 'concerning', 'municipal', 'internet', 'site', 'elodis', 'peak', 'raised', 'mortaliteitstarief', 'byeffect', 'chronic', 'sickness', '178', 'former', 'year', 'uncommon', 'high', 'frekwentie', 'cancer', 'became', 'way', 'clear', 'minister', 'health', 'nespola', 'cancerology', 'specialist', 'abila', 'appointed', 'general', 'hospital']",2002-05-27,C0,0.5309090909090909,0.09636363636363639,Positive,"[('elodis', 5), ('health', 4), ('became', 1), ('carried', 1), ('abila', 1), ('site', 1), ('shortly', 1), ('municipal', 1), ('chronic', 1), ('frekwentie', 1), ('concerning', 1), ('way', 1), ('hospital', 1), ('mortaliteitstarief', 1), ('high', 1), ('nespola', 1), ('20020527', 1), ('hyper', 1), ('continues', 1), ('178', 1), ('resident', 1), ('year', 1), ('clear', 1), ('posted', 1), ('general', 1), ('former', 1), ('byeffect', 1), ('report', 1), ('published', 1), ('uncommon', 1), ('public', 1), ('kronos', 1), ('disposal', 1), ('already', 1), ('raised', 1), ('minister', 1), ('zuurrijke', 1), ('sheet', 1), ('center', 1), ('specialist', 1), ('community', 1), ('appointed', 1), ('elaborate', 1), ('wrap', 1), ('substrate', 1), ('hasr', 1), ('technique', 1), ('sickness', 1), ('cancerology', 1), ('controversial', 1), ('boring', 1), ('2002', 1), ('wellness', 1), ('devastate', 1), ('cancer', 1), ('update', 1), ('study', 1), ('internet', 1), ('peak', 1), ('1998', 1), ('impact', 1)]",SHEET 2002 OF THE PUBLIC HEALTH ELODIS
350,350,"['homeland', 'illumination', 'voice', 'blog', 'important', 'people', 'maha', 'salo', '20', 'january', '2014', '1052', 'received', 'word', 'illumination', 'correspondent', 'petrus', 'gerhard', 'ceo', 'sanjorge', 'arrived', 'capitol', 'building', 'minute', 'ago', '20', 'jan', '2014']",2014-01-20,C1,1.0,0.4,Positive,"[('2014', 2), ('20', 2), ('illumination', 2), ('salo', 1), ('building', 1), ('1052', 1), ('homeland', 1), ('important', 1), ('ago', 1), ('maha', 1), ('word', 1), ('sanjorge', 1), ('arrived', 1), ('jan', 1), ('people', 1), ('correspondent', 1), ('ceo', 1), ('blog', 1), ('gerhard', 1), ('voice', 1), ('petrus', 1), ('january', 1), ('minute', 1), ('received', 1), ('capitol', 1)]",VOICES - a blog about what is important to the people
